year,round,date,quali_pos,points,statusId,position,dob,driver_nationality,constructor,constructor_nationality,GP_name,country,driver
2016,13,2016-08-28,10,1.0,1,10,1981-04-25,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2017,12,2017-08-27,16,4.0,1,16,1981-04-25,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2009,12,2009-08-30,18,0.0,1,18,1985-01-11,Japanese,Williams,British,Circuit de Spa-Francorchamps,Belgium,Kazuki Nakajima
2008,13,2008-09-07,19,0.0,11,19,1985-01-11,Japanese,Williams,British,Circuit de Spa-Francorchamps,Belgium,Kazuki Nakajima
1995,11,1995-08-27,5,0.0,6,5,1971-03-27,British,Williams,British,Circuit de Spa-Francorchamps,Belgium,David Coulthard
1994,11,1994-08-28,7,3.0,1,7,1971-03-27,British,Williams,British,Circuit de Spa-Francorchamps,Belgium,David Coulthard
2007,14,2007-09-16,15,0.0,32,15,1974-02-15,Austrian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Alexander Wurz
2004,14,2004-08-29,11,0.0,27,11,1975-09-20,Colombian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Juan Pablo Montoya
1998,13,1998-08-30,6,0.0,20,6,1971-04-09,Canadian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Jacques Villeneuve
2005,16,2005-09-11,15,0.0,4,15,1980-09-11,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Antônio Pizzonia
2004,14,2004-08-29,14,0.0,6,14,1980-09-11,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Antônio Pizzonia
1998,13,1998-08-30,9,3.0,1,9,1967-05-18,German,Williams,British,Circuit de Spa-Francorchamps,Belgium,Heinz-Harald Frentzen
1995,11,1995-08-27,8,6.0,1,8,1960-09-17,British,Williams,British,Circuit de Spa-Francorchamps,Belgium,Damon Hill
1994,11,1994-08-28,3,10.0,1,3,1960-09-17,British,Williams,British,Circuit de Spa-Francorchamps,Belgium,Damon Hill
2010,13,2010-08-29,9,0.0,11,9,1987-08-19,German,Williams,British,Circuit de Spa-Francorchamps,Belgium,Nico Hülkenberg
2012,12,2012-09-02,17,0.0,1,17,1983-10-15,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Bruno Senna
2011,12,2011-08-28,21,1.0,1,16,1985-03-09,Venezuelan,Williams,British,Circuit de Spa-Francorchamps,Belgium,Pastor Maldonado
2012,12,2012-09-02,6,0.0,4,3,1985-03-09,Venezuelan,Williams,British,Circuit de Spa-Francorchamps,Belgium,Pastor Maldonado
2013,11,2013-08-25,17,0.0,11,17,1985-03-09,Venezuelan,Williams,British,Circuit de Spa-Francorchamps,Belgium,Pastor Maldonado
2013,11,2013-08-25,20,0.0,1,20,1989-08-28,Finnish,Williams,British,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2014,12,2014-08-24,6,15.0,1,6,1989-08-28,Finnish,Williams,British,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2015,11,2015-08-23,3,2.0,131,3,1989-08-28,Finnish,Williams,British,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2016,13,2016-08-28,8,4.0,1,8,1989-08-28,Finnish,Williams,British,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2017,12,2017-08-27,15,0.0,1,18,1998-10-29,Canadian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Lance Stroll
2018,13,2018-08-26,17,0.0,11,19,1998-10-29,Canadian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Lance Stroll
2018,13,2018-08-26,16,0.0,11,18,1995-08-27,Russian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Sergey Sirotkin
2019,13,2019-09-01,14,0.0,11,19,1998-02-15,British,Williams,British,Circuit de Spa-Francorchamps,Belgium,George Russell
2010,13,2010-08-29,5,0.0,4,5,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2011,12,2011-08-28,13,15.0,1,13,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2012,12,2012-09-02,1,25.0,1,1,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2013,11,2013-08-25,6,8.0,1,6,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2014,12,2014-08-24,10,8.0,1,10,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2015,11,2015-08-23,19,0.0,11,17,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2016,13,2016-08-28,9,0.0,130,9,1980-01-19,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2007,14,2007-09-16,3,6.0,1,3,1981-07-29,Spanish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2015,11,2015-08-23,20,0.0,11,18,1981-07-29,Spanish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2017,12,2017-08-27,10,0.0,5,11,1981-07-29,Spanish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2018,13,2018-08-26,15,0.0,3,17,1981-07-29,Spanish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2005,16,2005-09-11,2,10.0,1,2,1979-10-17,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2004,14,2004-08-29,10,10.0,1,10,1979-10-17,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2009,12,2009-08-30,15,3.0,1,15,1981-10-19,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Heikki Kovalainen
2008,13,2008-09-07,3,0.0,6,3,1981-10-19,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Heikki Kovalainen
2009,12,2009-08-30,12,0.0,4,12,1985-01-07,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2008,13,2008-09-07,1,6.0,1,1,1985-01-07,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2007,14,2007-09-16,4,5.0,1,4,1985-01-07,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2010,13,2010-08-29,2,25.0,1,2,1985-01-07,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2011,12,2011-08-28,2,0.0,4,2,1985-01-07,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2012,12,2012-09-02,7,0.0,4,8,1985-01-07,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2004,14,2004-08-29,4,2.0,1,4,1971-03-27,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,David Coulthard
1998,13,1998-08-30,2,0.0,15,2,1971-03-27,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,David Coulthard
2005,16,2005-09-11,1,0.0,4,1,1975-09-20,Colombian,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Juan Pablo Montoya
1998,13,1998-08-30,1,0.0,4,1,1968-09-28,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Mika Häkkinen
1995,11,1995-08-27,3,0.0,20,3,1968-09-28,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Mika Häkkinen
1994,11,1994-08-28,8,6.0,1,8,1968-09-28,Finnish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Mika Häkkinen
1994,11,1994-08-28,13,0.0,20,13,1959-06-01,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Martin Brundle
1995,11,1995-08-27,6,2.0,1,6,1966-04-08,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Mark Blundell
2013,11,2013-08-25,13,0.0,1,13,1990-01-26,Mexican,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Sergio Pérez
2014,12,2014-08-24,7,0.0,1,7,1992-10-05,Danish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Kevin Magnussen
2019,13,2019-09-01,15,0.0,75,17,1994-09-01,Spanish,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Carlos Sainz
2017,12,2017-08-27,20,0.0,1,15,1992-03-26,Belgian,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Stoffel Vandoorne
2018,13,2018-08-26,18,0.0,11,20,1992-03-26,Belgian,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Stoffel Vandoorne
2019,13,2019-09-01,11,0.0,5,12,1999-11-13,British,McLaren,British,Circuit de Spa-Francorchamps,Belgium,Lando Norris
2005,16,2005-09-11,12,4.0,1,13,1972-05-23,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2004,14,2004-08-29,6,6.0,1,6,1972-05-23,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2010,13,2010-08-29,10,0.0,3,10,1981-07-29,Spanish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2011,12,2011-08-28,8,12.0,1,8,1981-07-29,Spanish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2012,12,2012-09-02,5,0.0,4,6,1981-07-29,Spanish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2013,11,2013-08-25,9,18.0,1,9,1981-07-29,Spanish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2014,12,2014-08-24,4,6.0,1,4,1981-07-29,Spanish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2015,11,2015-08-23,8,0.0,27,9,1987-07-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2016,13,2016-08-28,4,8.0,1,4,1987-07-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2017,12,2017-08-27,2,18.0,1,2,1987-07-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2018,13,2018-08-26,2,25.0,1,2,1987-07-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2019,13,2019-09-01,2,13.0,1,2,1987-07-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2009,12,2009-08-30,6,10.0,1,6,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2008,13,2008-09-07,4,0.0,20,4,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2007,14,2007-09-16,1,10.0,1,1,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2014,12,2014-08-24,8,12.0,1,8,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2015,11,2015-08-23,16,6.0,1,14,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2016,13,2016-08-28,3,2.0,1,3,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2017,12,2017-08-27,4,12.0,1,4,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2018,13,2018-08-26,6,0.0,23,6,1979-10-17,Finnish,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Kimi Räikkönen
2008,13,2008-09-07,2,10.0,1,2,1981-04-25,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2007,14,2007-09-16,2,8.0,1,2,1981-04-25,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2010,13,2010-08-29,6,12.0,1,6,1981-04-25,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2011,12,2011-08-28,4,4.0,1,4,1981-04-25,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2012,12,2012-09-02,14,10.0,1,14,1981-04-25,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2013,11,2013-08-25,10,6.0,1,10,1981-04-25,Brazilian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2009,12,2009-08-30,20,0.0,1,20,1971-01-25,Italian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Luca Badoer
2005,16,2005-09-11,6,0.0,3,7,1969-01-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
2004,14,2004-08-29,2,8.0,1,2,1969-01-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
1998,13,1998-08-30,4,0.0,4,4,1969-01-03,German,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
1998,13,1998-08-30,5,0.0,20,5,1965-11-10,British,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Eddie Irvine
1995,11,1995-08-27,2,0.0,22,2,1964-06-11,French,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Jean Alesi
1994,11,1994-08-28,5,0.0,5,5,1964-06-11,French,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Jean Alesi
1995,11,1995-08-27,1,0.0,10,1,1959-08-27,Austrian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Gerhard Berger
1994,11,1994-08-28,11,0.0,5,11,1959-08-27,Austrian,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Gerhard Berger
2019,13,2019-09-01,1,25.0,1,1,1997-10-16,Monegasque,Ferrari,Italian,Circuit de Spa-Francorchamps,Belgium,Charles Leclerc
1998,13,1998-08-30,15,0.0,4,14,1972-05-23,Brazilian,Stewart,British,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
1998,13,1998-08-30,17,0.0,5,17,1972-03-04,Dutch,Stewart,British,Circuit de Spa-Francorchamps,Belgium,Jos Verstappen
1995,11,1995-08-27,12,1.0,1,12,1972-05-23,Brazilian,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
1994,11,1994-08-28,1,0.0,20,1,1972-05-23,Brazilian,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2004,14,2004-08-29,16,0.0,14,16,1977-05-10,German,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Nick Heidfeld
1998,13,1998-08-30,8,6.0,1,8,1975-06-30,German,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Ralf Schumacher
2005,16,2005-09-11,19,1.0,11,19,1976-07-24,Portuguese,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Tiago Monteiro
2005,16,2005-09-11,20,0.0,11,20,1977-01-14,Indian,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Narain Karthikeyan
2004,14,2004-08-29,19,0.0,4,19,1979-02-04,Italian,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Giorgio Pantano
1995,11,1995-08-27,7,0.0,42,7,1965-11-10,British,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Eddie Irvine
1994,11,1994-08-28,4,0.0,91,4,1965-11-10,British,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Eddie Irvine
1998,13,1998-08-30,3,10.0,1,3,1960-09-17,British,Jordan,Irish,Circuit de Spa-Francorchamps,Belgium,Damon Hill
2009,12,2009-08-30,2,0.0,23,2,1974-07-13,Italian,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2008,13,2008-09-07,11,0.0,11,11,1974-07-13,Italian,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2007,14,2007-09-16,8,0.0,1,8,1974-07-13,Italian,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2005,16,2005-09-11,3,0.0,3,4,1974-07-13,Italian,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2009,12,2009-08-30,7,0.0,1,7,1982-03-18,German,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Timo Glock
2008,13,2008-09-07,13,0.0,1,13,1982-03-18,German,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Timo Glock
2007,14,2007-09-16,10,0.0,1,10,1975-06-30,German,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Ralf Schumacher
2005,16,2005-09-11,5,2.0,1,6,1975-06-30,German,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Ralf Schumacher
2004,14,2004-08-29,20,0.0,5,20,1976-03-23,Brazilian,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Ricardo Zonta
2004,14,2004-08-29,9,1.0,1,9,1966-09-02,French,Toyota,Japanese,Circuit de Spa-Francorchamps,Belgium,Olivier Panis
1998,13,1998-08-30,13,1.0,12,13,1974-07-13,Italian,Prost,French,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
1998,13,1998-08-30,14,0.0,4,15,1966-09-02,French,Prost,French,Circuit de Spa-Francorchamps,Belgium,Olivier Panis
1995,11,1995-08-27,19,0.0,20,19,1971-01-25,Italian,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Luca Badoer
2005,16,2005-09-11,18,0.0,12,18,1979-04-16,Dutch,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Christijan Albers
2005,16,2005-09-11,17,0.0,13,17,1981-09-23,Dutch,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Robert Doornbos
2004,14,2004-08-29,17,0.0,4,17,1981-05-30,Italian,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Gianmaria Bruni
2004,14,2004-08-29,18,0.0,4,18,1981-01-01,Hungarian,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Zsolt Baumgartner
1998,13,1998-08-30,22,0.0,6,22,1978-04-22,Argentine,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Esteban Tuero
1998,13,1998-08-30,21,0.0,15,21,1971-04-01,Japanese,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Shinji Nakano
1995,11,1995-08-27,17,0.0,1,17,1972-03-20,Portuguese,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Pedro Lamy
1994,11,1994-08-28,10,0.0,11,10,1961-04-23,Italian,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Pierluigi Martini
1994,11,1994-08-28,18,0.0,11,18,1956-12-23,Italian,Minardi,Italian,Circuit de Spa-Francorchamps,Belgium,Michele Alboreto
2010,13,2010-08-29,15,0.0,11,18,1974-07-13,Italian,Lotus,Malaysian,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2011,12,2011-08-28,18,0.0,11,19,1974-07-13,Italian,Lotus,Malaysian,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2010,13,2010-08-29,13,0.0,11,16,1981-10-19,Finnish,Lotus,Malaysian,Circuit de Spa-Francorchamps,Belgium,Heikki Kovalainen
2011,12,2011-08-28,16,0.0,11,17,1981-10-19,Finnish,Lotus,Malaysian,Circuit de Spa-Francorchamps,Belgium,Heikki Kovalainen
2010,13,2010-08-29,20,0.0,11,17,1982-03-18,German,Virgin,British,Circuit de Spa-Francorchamps,Belgium,Timo Glock
2011,12,2011-08-28,19,0.0,11,20,1982-03-18,German,Virgin,British,Circuit de Spa-Francorchamps,Belgium,Timo Glock
2010,13,2010-08-29,22,0.0,11,23,1984-08-11,Brazilian,Virgin,British,Circuit de Spa-Francorchamps,Belgium,Lucas di Grassi
2011,12,2011-08-28,20,0.0,11,21,1985-12-27,Belgian,Virgin,British,Circuit de Spa-Francorchamps,Belgium,Jérôme d'Ambrosio
2012,12,2012-09-02,20,0.0,11,21,1982-03-18,German,Marussia,Russian,Circuit de Spa-Francorchamps,Belgium,Timo Glock
2012,12,2012-09-02,22,0.0,11,23,1990-02-15,French,Marussia,Russian,Circuit de Spa-Francorchamps,Belgium,Charles Pic
2013,11,2013-08-25,15,0.0,11,15,1989-08-03,French,Marussia,Russian,Circuit de Spa-Francorchamps,Belgium,Jules Bianchi
2014,12,2014-08-24,16,0.0,6,16,1989-08-03,French,Marussia,Russian,Circuit de Spa-Francorchamps,Belgium,Jules Bianchi
2013,11,2013-08-25,16,0.0,12,16,1991-04-21,British,Marussia,Russian,Circuit de Spa-Francorchamps,Belgium,Max Chilton
2014,12,2014-08-24,19,0.0,11,19,1991-04-21,British,Marussia,Russian,Circuit de Spa-Francorchamps,Belgium,Max Chilton
2010,13,2010-08-29,14,8.0,1,12,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2011,12,2011-08-28,5,8.0,1,5,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2012,12,2012-09-02,23,0.0,1,18,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2013,11,2013-08-25,4,12.0,1,4,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2014,12,2014-08-24,1,18.0,1,1,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2015,11,2015-08-23,2,18.0,1,2,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2016,13,2016-08-28,1,25.0,1,1,1985-06-27,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2013,11,2013-08-25,1,15.0,1,1,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2014,12,2014-08-24,2,0.0,31,2,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2015,11,2015-08-23,1,25.0,1,1,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2016,13,2016-08-28,21,15.0,1,21,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2017,12,2017-08-27,1,25.0,1,1,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2018,13,2018-08-26,1,18.0,1,1,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2019,13,2019-09-01,3,18.0,1,3,1985-01-07,British,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Lewis Hamilton
2010,13,2010-08-29,21,6.0,1,11,1969-01-03,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
2012,12,2012-09-02,13,6.0,1,13,1969-01-03,German,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
2017,12,2017-08-27,3,10.0,1,3,1989-08-28,Finnish,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2018,13,2018-08-26,19,12.0,1,10,1989-08-28,Finnish,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2019,13,2019-09-01,4,15.0,1,4,1989-08-28,Finnish,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,Valtteri Bottas
2009,12,2009-08-30,16,0.0,1,16,1988-10-31,Swiss,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Sébastien Buemi
2010,13,2010-08-29,16,0.0,1,15,1988-10-31,Swiss,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Sébastien Buemi
2011,12,2011-08-28,11,0.0,65,11,1988-10-31,Swiss,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Sébastien Buemi
2008,13,2008-09-07,9,2.0,1,9,1979-02-28,French,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Sébastien Bourdais
2008,13,2008-09-07,10,4.0,1,10,1987-07-03,German,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2007,14,2007-09-16,16,0.0,38,16,1987-07-03,German,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Sebastian Vettel
2009,12,2009-08-30,17,0.0,4,17,1990-03-23,Spanish,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Jaime Alguersuari
2010,13,2010-08-29,11,0.0,1,13,1990-03-23,Spanish,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Jaime Alguersuari
2011,12,2011-08-28,6,0.0,4,6,1990-03-23,Spanish,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Jaime Alguersuari
2007,14,2007-09-16,13,0.0,11,13,1980-08-06,Italian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Vitantonio Liuzzi
2012,12,2012-09-02,16,2.0,1,16,1989-07-01,Australian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Daniel Ricciardo
2013,11,2013-08-25,19,1.0,1,19,1989-07-01,Australian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Daniel Ricciardo
2012,12,2012-09-02,15,4.0,1,15,1990-04-25,French,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Jean-Éric Vergne
2013,11,2013-08-25,18,0.0,1,18,1990-04-25,French,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Jean-Éric Vergne
2014,12,2014-08-24,12,0.0,1,12,1990-04-25,French,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Jean-Éric Vergne
2014,12,2014-08-24,11,2.0,1,11,1994-04-26,Russian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Daniil Kvyat
2016,13,2016-08-28,19,0.0,1,19,1994-04-26,Russian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Daniil Kvyat
2017,12,2017-08-27,19,0.0,1,17,1994-04-26,Russian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Daniil Kvyat
2019,13,2019-09-01,19,6.0,1,18,1994-04-26,Russian,Toro Rosso,Italian,Circuit de Spa-Francorchamps,Belgium,Daniil Kvyat
